ceg,potencia_outorgada_mw,potencia_fiscalizada_mw,fase_usina,proprietario
EOL.CV.RN.049179-9.1,45.6,45.6,Operação,100% para VENTOS DE SAO RICARDO 10 ENERGIAS RENOVAVEIS S.A. - 36.957.856/0001-05 (PIE)
EOL.CV.RN.049180-2.1,34.2,34.2,Operação,100% para VENTOS DE SAO RICARDO 11 ENERGIAS RENOVAVEIS S.A. - 36.957.862/0001-54 (PIE)
EOL.CV.RN.049664-2.1,63.0,63.0,Operação,100% para Ventos de Santa Tarsila Energias Renováveis S.A - 42.740.778/0001-87 (PIE)
EOL.CV.RN.049665-0.1,63.0,63.0,Operação,100% para Ventos de Santa Doroteia Energias Renováveis S.A. - 42.740.823/0001-01 (PIE)
EOL.CV.RN.049666-9.1,63.0,63.0,Operação,100% para Ventos de Santa Bertilla Energias Renováveis S.A. - 42.740.786/0001-23 (PIE)
EOL.CV.RN.049667-7.1,63.0,63.0,Operação,100% para Ventos de Santa Flávia Energias Renováveis S.A. - 42.740.798/0001-58 (PIE)
EOL.CV.RN.049668-5.1,63.0,63.0,Operação,100% para Ventos de Santa Cristina Energias Renováveis S.A. - 42.773.707/0001-80 (PIE)
EOL.CV.RN.049669-3.1,58.5,58.5,Operação,100% para Ventos de Santa Isabel Energias Renováveis S.A. - 42.745.764/0001-56 (PIE)
EOL.CV.RN.049670-7.1,63.0,63.0,Operação,100% para Ventos de Santa Clotilde Energias Renováveis S.A. - 42.745.758/0001-07 (PIE)
EOL.CV.RN.049671-5.1,63.0,63.0,Operação,100% para Ventos de Santa Balbina Energias Renováveis S.A. - 42.745.750/0001-32 (PIE)
EOL.CV.RN.050015-1.1,63.0,63.0,Operação,100% para Ventos de Santa Áurea Energias Renováveis S.A. - 42.745.743/0001-30 (PIE)
EOL.CV.RN.050016-0.1,58.5,58.5,Operação,100% para Ventos de Santa Priscila Energias Renováveis S.A. - 42.773.752/0001-35 (PIE)
EOL.CV.RN.050018-6.1,63.0,0.0,Construção não iniciada,100% para VENTOS DE SÃO LEVI ENERGIAS RENOVÁVEIS S.A. - 47.624.299/0001-19 (PIE)
EOL.CV.RN.050019-4.1,63.0,0.0,Construção não iniciada,100% para VENTOS DE SÃO LEANDRO ENERGIAS RENOVÁVEIS S.A. - 47.624.321/0001-20 (PIE)
EOL.CV.RN.050020-8.1,63.0,0.0,Construção não iniciada,100% para VENTOS DE SÃO LINO ENERGIAS RENOVÁVEIS S.A. - 47.624.306/0001-82 (PIE)
EOL.CV.RN.050021-6.1,63.0,0.0,Construção não iniciada,100% para VENTOS DE SÃO REMO ENERGIAS RENOVÁVEIS S.A. - 47.760.883/0001-00 (PIE)
EOL.CV.RN.050022-4.1,63.0,0.0,Construção não iniciada,100% para VENTOS DE SÃO SEVERO ENERGIAS RENOVÁVEIS S.A. - 47.760.880/0001-68 (PIE)
EOL.CV.RN.050082-8.1,41.3,41.3,Operação,100% para USINA EOLICA CASQUEIRA A LTDA - 44.394.907/0001-58 (PIE)
EOL.CV.RN.050083-6.1,47.2,11.8,Operação,100% para USINA EOLICA CASQUEIRA B LTDA - 44.253.677/0001-07 (PIE)
EOL.CV.RN.050096-8.1,29.5,0.0,Construção,100% para CENTRAL EOLICA SAO DOMINGOS I S.A. - 47.034.214/0001-42 (PIE)
EOL.CV.RN.050097-6.1,35.4,0.0,Construção,100% para CENTRAL EOLICA SAO DOMINGOS II S.A. - 47.027.402/0001-43 (PIE)
EOL.CV.RN.050098-4.1,17.7,0.0,Construção,100% para CENTRAL EOLICA SAO DOMINGOS III S.A. - 47.034.271/0001-21 (PIE)
EOL.CV.RN.050099-2.1,23.6,0.0,Construção,100% para CENTRAL EOLICA SAO DOMINGOS IV S.A. - 50.396.907/0001-90 (PIE)
EOL.CV.RN.050100-0.1,11.8,0.0,Construção,100% para CENTRAL EOLICA SAO DOMINGOS V S.A. - 50.396.932/0001-73 (PIE)
EOL.CV.RN.050124-7.1,17.7,0.0,Construção,100% para CENTRAL EOLICA ITAUNA I S.A. - 47.027.381/0001-66 (PIE)
EOL.CV.RN.050125-5.1,23.6,0.0,Construção,100% para CENTRAL EOLICA ITAUNA II S.A. - 47.027.303/0001-61 (PIE)
EOL.CV.RN.050126-3.1,41.3,0.0,Construção,100% para CENTRAL EOLICA ITAUNA III S.A. - 50.396.872/0001-99 (PIE)
EOL.CV.RN.050150-6.1,42.0,0.0,Construção não iniciada,100% para Elawan Desenvolvimentos Brasil S.A. - 32.849.284/0001-81 (PIE)
EOL.CV.RN.050151-4.1,37.8,0.0,Construção não iniciada,100% para Elawan Desenvolvimentos Brasil S.A. - 32.849.284/0001-81 (PIE)
EOL.CV.RN.050152-2.1,37.8,0.0,Construção não iniciada,100% para Elawan Desenvolvimentos Brasil S.A. - 32.849.284/0001-81 (PIE)
EOL.CV.RN.050153-0.1,25.2,0.0,Construção não iniciada,100% para Elawan Desenvolvimentos Brasil S.A. - 32.849.284/0001-81 (PIE)
EOL.CV.RN.050154-9.1,46.2,0.0,Construção não iniciada,100% para Elawan Desenvolvimentos Brasil S.A. - 32.849.284/0001-81 (PIE)
EOL.CV.RN.051067-0.1,54.6,54.6,Operação,100% para ANEMUS WIND 3 PARTICIPACOES S.A - 38.350.307/0001-95 (PIE)
EOL.CV.RN.051549-3.1,22.5,0.0,Construção não iniciada,100% para EOLICA ESQUINA DO VENTO V SPE LTDA - 58.356.522/0001-00 (PIE)
EOL.CV.RN.051550-7.1,22.5,0.0,Construção não iniciada,100% para EOLICA ESQUINA DO VENTO VI SPE LTDA - 58.361.506/0001-06 (PIE)
EOL.CV.RN.051551-5.1,31.5,0.0,Construção não iniciada,100% para EOLICA ESQUINA DO VENTO VII SPE LTDA - 58.445.247/0001-00 (PIE)
EOL.CV.RN.051552-3.1,22.5,0.0,Construção não iniciada,100% para EOLICA ESQUINA DO VENTO VIII SPE LTDA - 58.339.028/0001-38 (PIE)
EOL.CV.RN.051553-1.1,9.0,0.0,Construção não iniciada,100% para EOLICA ESQUINA DO VENTO IX SPE LTDA - 58.346.708/0001-89 (PIE)
EOL.CV.RN.051568-0.1,31.0,0.0,Construção,100% para CENTRAL EÓLICA PEDRA DE AMOLAR I SPE S.A. - 45.006.238/0001-62 (PIE)
EOL.CV.RN.051585-0.2,49.5,49.5,Operação,100% para Ventos de São Canuto IV Energias Renováveis S.A. - 42.538.271/0001-45 (PIE)
EOL.CV.RN.051586-8.2,54.0,54.0,Operação,100% para Ventos de São Guilherme Energias Renováveis S.A. - 42.495.350/0001-16 (PIE)
EOL.CV.RN.051587-6.2,54.0,54.0,Operação,100% para Ventos de São Jeremias Energias Renováveis S.A. - 42.455.678/0001-09 (PIE)
EOL.CV.RN.051711-9.1,31.0,0.0,Construção,100% para CENTRAL EÓLICA PEDRA DE AMOLAR II SPE S.A. - 45.061.568/0001-50 (PIE)
EOL.CV.RN.060204-3.1,27.5,0.0,Construção não iniciada,100% para JANDAÍRA VENTOS S.A. - 33.313.185/0001-43 (PIE)
EOL.CV.RN.060205-1.1,27.5,0.0,Construção não iniciada,100% para JANDAÍRA II VENTOS S.A. - 33.330.668/0001-56 (PIE)
EOL.CV.RN.072066-6.1,62.0,0.0,Construção não iniciada,100% para VENTOS DE SÃO PANTALEÃO ENERGIAS RENOVÁVEIS S.A. - 47.807.818/0001-84 (PIE)
EOL.CV.RN.072067-4.1,62.0,0.0,Construção não iniciada,100% para VENTOS DE SÃO RAFAEL ENERGIAS RENOVÁVEIS S.A - 14.676.561/0001-10 (PIE)
EOL.CV.RN.072068-2.1,62.0,0.0,Construção não iniciada,100% para VENTOS DE SÃO RAFAEL ENERGIAS RENOVÁVEIS S.A - 14.676.561/0001-10 (PIE)
